-10.000000	-10.000000	200.039996
-10.000000	-9.500000	190.086987
-10.000000	-9.000000	180.623919
-10.000000	-8.500000	171.650990
-10.000000	-8.000000	163.168624
-10.000000	-7.500000	155.177519
-10.000000	-7.000000	147.678705
-10.000000	-6.500000	140.673603
-10.000000	-6.000000	134.164079
-10.000000	-5.500000	128.152497
-10.000000	-5.000000	122.641755
-10.000000	-4.500000	117.635294
-10.000000	-4.000000	113.137085
-10.000000	-3.500000	109.151557
-10.000000	-3.000000	105.683490
-10.000000	-2.500000	102.737834
-10.000000	-2.000000	100.319490
-10.000000	-1.500000	98.433036
-10.000000	-1.000000	97.082439
-10.000000	-0.500000	96.270777
-10.000000	0.000000	96.000000
-10.000000	0.500000	96.270777
-10.000000	1.000000	97.082439
-10.000000	1.500000	98.433036
-10.000000	2.000000	100.319490
-10.000000	2.500000	102.737834
-10.000000	3.000000	105.683490
-10.000000	3.500000	109.151557
-10.000000	4.000000	113.137085
-10.000000	4.500000	117.635294
-10.000000	5.000000	122.641755
-10.000000	5.500000	128.152497
-10.000000	6.000000	134.164079
-10.000000	6.500000	140.673603
-10.000000	7.000000	147.678705
-10.000000	7.500000	155.177519
-10.000000	8.000000	163.168624
-10.000000	8.500000	171.650990
-10.000000	9.000000	180.623919
-10.000000	9.500000	190.086987
-9.500000	-10.000000	190.496883
-9.500000	-9.500000	180.544316
-9.500000	-9.000000	171.080573
-9.500000	-8.500000	162.105675
-9.500000	-8.000000	153.619864
-9.500000	-7.500000	145.623659
-9.500000	-7.000000	138.117930
-9.500000	-6.500000	131.103966
-9.500000	-6.000000	124.583556
-9.500000	-5.500000	118.559057
-9.500000	-5.000000	113.033457
-9.500000	-4.500000	108.010416
-9.500000	-4.000000	103.494263
-9.500000	-3.500000	99.489949
-9.500000	-3.000000	96.002930
-9.500000	-2.500000	93.038970
-9.500000	-2.000000	90.603877
-9.500000	-1.500000	88.703157
-9.500000	-1.000000	87.341642
-9.500000	-0.500000	86.523118
-9.500000	0.000000	86.250000
-9.500000	0.500000	86.523118
-9.500000	1.000000	87.341642
-9.500000	1.500000	88.703157
-9.500000	2.000000	90.603877
-9.500000	2.500000	93.038970
-9.500000	3.000000	96.002930
-9.500000	3.500000	99.489949
-9.500000	4.000000	103.494263
-9.500000	4.500000	108.010416
-9.500000	5.000000	113.033457
-9.500000	5.500000	118.559057
-9.500000	6.000000	124.583556
-9.500000	6.500000	131.103966
-9.500000	7.000000	138.117930
-9.500000	7.500000	145.623659
-9.500000	8.000000	153.619864
-9.500000	8.500000	162.105675
-9.500000	9.000000	171.080573
-9.500000	9.500000	180.544316
-9.000000	-10.000000	181.463495
-9.000000	-9.500000	171.512572
-9.000000	-9.000000	162.049375
-9.000000	-8.500000	153.073716
-9.000000	-8.000000	144.585615
-9.000000	-7.500000	136.585367
-9.000000	-7.000000	129.073622
-9.000000	-6.500000	122.051475
-9.000000	-6.000000	115.520561
-9.000000	-5.500000	109.483161
-9.000000	-5.000000	103.942292
-9.000000	-4.500000	98.901782
-9.000000	-4.000000	94.366308
-9.000000	-3.500000	90.341366
-9.000000	-3.000000	86.833173
-9.000000	-2.500000	83.848450
-9.000000	-2.000000	81.394103
-9.000000	-1.500000	79.476805
-9.000000	-1.000000	78.102497
-9.000000	-0.500000	77.275886
-9.000000	0.000000	77.000000
